experiment_id,seed,panel_id,scenario,washout_batches,direction,method,intervention,accuracy_change,nll_change,brier_change,ece15_change,error_change
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,optimizer,0.0,1.2760104339815115e-07,6.624267299970565e-08,-6.936898149997872e-08,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ab,sar_complete,parameters_optimizer,0.0,3.1336770284981497e-06,1.2730557042012203e-06,-2.548259227600977e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,parameters_optimizer,0.0,2.918677769095379e-06,1.3238934969996008e-06,-2.228340646399929e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ab,sar_complete,aux,0.0,2.3454006759654478e-07,-8.845349973307659e-10,-2.3501469010103748e-07,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,aux,0.0,1.453972281198479e-06,6.440548283997982e-07,-1.0844739352991462e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ab,sar_complete,parameters_aux,0.0,3.1373665170947307e-06,1.2731805149011899e-06,-2.5519142500003006e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,parameters_aux,0.0,2.8789852526966975e-06,1.3046378899983502e-06,-2.1966623985989614e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ab,sar_complete,optimizer_aux,0.0,2.3454006759654478e-07,-8.845349973307659e-10,-2.3501469010103748e-07,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,optimizer_aux,0.0,1.453972281198479e-06,6.440548283997982e-07,-1.0844739352991462e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ab,sar_complete,parameters_optimizer_aux,0.0,3.1373665170947307e-06,1.2731805149011899e-06,-2.5519142500003006e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,parameters_optimizer_aux,0.0,2.8789852526966975e-06,1.3046378899983502e-06,-2.1966623985989614e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ab,sar_complete,all,0.0,3.1373665170947307e-06,1.2731805149011899e-06,-2.5519142500003006e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,0,ba,sar_complete,all,0.0,2.8789852526966975e-06,1.3046378899983502e-06,-2.1966623985989614e-06,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,parameters,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,parameters,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,optimizer,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,optimizer,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,parameters_optimizer,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,parameters_optimizer,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,parameters_aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,parameters_aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,optimizer_aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,optimizer_aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,parameters_optimizer_aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,parameters_optimizer_aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ab,sar_complete,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,17,uci_internal_fixed,blur_noise_to_clean,4,ba,sar_complete,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,source,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,source,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,4,ab,source,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,4,ba,source,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,norm,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,norm,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,4,ab,norm,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,4,ba,norm,all,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,tent,parameters,0.0,0.0005866974023491789,0.00024826265151128846,-0.0013792619342530843,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,tent,parameters,0.0,0.0006731098728500751,0.0002241949600986226,-0.0013502452603945947,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,tent,optimizer,0.0,0.0005740504798661394,0.00014596695728041897,-1.286448362008974e-05,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,tent,optimizer,0.0,0.0005331783401625323,0.00015964161019221823,-0.0013274700660219074,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,tent,parameters_optimizer,0.0,0.0011637979703054135,0.0003952408970379073,-0.0013920816181759998,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,tent,parameters_optimizer,0.0,0.00121339395673159,0.00038560287739380916,-0.0013756640310614021,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,tent,aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,tent,aux,0.0,0.0,0.0,0.0,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ab,tent,parameters_aux,0.0,0.0005866974023491789,0.00024826265151128846,-0.0013792619342530843,-0.0
stage_a_uci_v2,29,uci_internal_fixed,noise_brightness_to_blur,0,ba,tent,parameters_aux,0.0,0.0006731098728500751,0.0002241949600986226,-0.0013502452603945947,-0.0
