experiment_id,method,intervention,washout_batches,direction,panel_id,accuracy,nll,brier,ece15,seconds,updates,skipped,recoveries,n_seeds,n_scenarios_min,n_scenarios_max
stage_a_uci_v2,source,all,0,ab,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.05237303333221153,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,all,0,ba,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.05759424999754018,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,all,4,ab,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.06006191666529042,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,all,4,ba,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.05547513333294768,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,none,0,ab,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.07414828333518617,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,none,0,ba,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.0497660499992586,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,none,4,ab,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.06333443333278407,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,source,none,4,ba,uci_internal_fixed,0.8141276041666666,0.5518788783477077,0.2728537124476949,0.07707458931621847,0.055132299998755685,0.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,all,0,ab,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12656206667209816,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,all,0,ba,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.11736998333314352,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,all,4,ab,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.11020466666862673,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,all,4,ba,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.10637166666613966,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,aux,0,ab,uci_internal_fixed,0.8619791666666666,0.513930715797977,0.21406790651952343,0.07934603479537093,0.13263548333391856,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,aux,0,ba,uci_internal_fixed,0.8616536458333334,0.5139045547439033,0.2140656711041514,0.07949729254838155,0.1266945499955909,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,aux,4,ab,uci_internal_fixed,0.8623046875,0.5144152186027519,0.21412238750003545,0.0791961374745065,0.11485696666447132,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,aux,4,ba,uci_internal_fixed,0.8623046875,0.5143979326361886,0.2141207995192341,0.0791877265102701,0.11163350000182005,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,none,0,ab,uci_internal_fixed,0.8619791666666666,0.513930715797977,0.21406790651952343,0.07934603479537093,0.14750526666466607,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,none,0,ba,uci_internal_fixed,0.8616536458333334,0.5139045547439033,0.2140656711041514,0.07949729254838155,0.12534088333389562,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,none,4,ab,uci_internal_fixed,0.8623046875,0.5144152186027519,0.21412238750003545,0.0791961374745065,0.12479485000221753,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,none,4,ba,uci_internal_fixed,0.8623046875,0.5143979326361886,0.2141207995192341,0.0791877265102701,0.14750643333294033,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer,0,ab,uci_internal_fixed,0.8619791666666666,0.5140207636254323,0.21408797244272207,0.07911659185227622,0.12787220000366986,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer,0,ba,uci_internal_fixed,0.8616536458333334,0.5139579097725794,0.21408338031305515,0.07925634676265982,0.12068738333133895,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer,4,ab,uci_internal_fixed,0.8623046875,0.5140561009357576,0.21407586250579394,0.07898562420616104,0.13404435000120427,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer,4,ba,uci_internal_fixed,0.8623046875,0.5140143540019452,0.21407256170017286,0.07918942193259021,0.12317511666333299,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer_aux,0,ab,uci_internal_fixed,0.8619791666666666,0.5140207636254323,0.21408797244272207,0.07911659185227622,0.14724173333282423,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer_aux,0,ba,uci_internal_fixed,0.8616536458333334,0.5139579097725794,0.21408338031305515,0.07925634676265982,0.11676235000292456,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer_aux,4,ab,uci_internal_fixed,0.8623046875,0.5140561009357576,0.21407586250579394,0.07898562420616104,0.1095247500003703,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,optimizer_aux,4,ba,uci_internal_fixed,0.8623046875,0.5140143540019452,0.21407256170017286,0.07918942193259021,0.10636508333360928,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters,0,ab,uci_internal_fixed,0.8616536458333334,0.51405495626297,0.2141212596574894,0.07901208171909709,0.12854586666799148,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters,0,ba,uci_internal_fixed,0.8616536458333334,0.5140915711297555,0.21412360523940868,0.07902311552166603,0.1441115500007678,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters,4,ab,uci_internal_fixed,0.8616536458333334,0.5145020303060358,0.21418720471350258,0.07905311101615513,0.1261260833368093,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters,4,ba,uci_internal_fixed,0.8616536458333334,0.5145257348698196,0.2141885849925409,0.07888675211553235,0.1254844833310926,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_aux,0,ab,uci_internal_fixed,0.8616536458333334,0.51405495626297,0.2141212596574894,0.07901208171909709,0.11817981666293535,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_aux,0,ba,uci_internal_fixed,0.8616536458333334,0.5140915711297555,0.21412360523940868,0.07902311552166603,0.11397948333372669,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_aux,4,ab,uci_internal_fixed,0.8616536458333334,0.5145020303060358,0.21418720471350258,0.07905311101615513,0.111116883335247,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_aux,4,ba,uci_internal_fixed,0.8616536458333334,0.5145257348698196,0.2141885849925409,0.07888675211553235,0.1118477333366172,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer,0,ab,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12199816666786013,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer,0,ba,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12674271666764977,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer,4,ab,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12758623333259797,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer,4,ba,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12173470000076725,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer_aux,0,ab,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12352408333633012,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer_aux,0,ba,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.13955404999918145,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer_aux,4,ab,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.10375738332610727,16.0,0.0,0.0,3,2,2
stage_a_uci_v2,tent,parameters_optimizer_aux,4,ba,uci_internal_fixed,0.8616536458333334,0.5141457317600596,0.21414177940910126,0.07899930300355357,0.12107786666456373,16.0,0.0,0.0,3,2,2
