experiment_id,method,intervention,washout_batches,direction,panel_id,accuracy_change,error_change,nll_change,brier_change,ece15_change,n_seeds,n_scenarios_min,n_scenarios_max
stage_a_uci_v2,sar_complete,parameters_aux,4,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.038186730746273545,-0.05881585402265165,0.0019071049668720706,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer,0,ab,uci_internal_fixed,0.047200520833333336,-0.047200520833333336,-0.03799147746054029,-0.05870929843608683,0.002177424882155323,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer,0,ba,uci_internal_fixed,0.047200520833333336,-0.047200520833333336,-0.03804252668976902,-0.05872247481597095,0.002178165730750465,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer,4,ab,uci_internal_fixed,0.047200520833333336,-0.047200520833333336,-0.03777308177964017,-0.05868206399649482,0.0022122968296950513,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer,4,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.03774387506186472,-0.05867711627408139,0.0018887860635977693,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer_aux,0,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.038186730746273545,-0.05881585402265165,0.0019071049668720706,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer_aux,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.038186730746273545,-0.05881585402265165,0.0019071049668720706,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer_aux,4,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.038186730746273545,-0.05881585402265165,0.0019071049668720706,3,2,2
stage_a_uci_v2,sar_complete,parameters_optimizer_aux,4,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.038186730746273545,-0.05881585402265165,0.0019071049668720706,3,2,2
stage_a_uci_v2,tent,all,0,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037733146587648,-0.05871193303859365,0.0019247136873351,3,2,2
stage_a_uci_v2,tent,all,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037733146587648,-0.05871193303859365,0.0019247136873351,3,2,2
stage_a_uci_v2,tent,all,4,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037733146587648,-0.05871193303859365,0.0019247136873351,3,2,2
stage_a_uci_v2,tent,all,4,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037733146587648,-0.05871193303859365,0.0019247136873351,3,2,2
stage_a_uci_v2,tent,aux,0,ab,uci_internal_fixed,0.0478515625,-0.0478515625,-0.037948162549730706,-0.05878580592817149,0.0022714454791524646,3,2,2
stage_a_uci_v2,tent,aux,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037974323603804316,-0.058788041343543505,0.0024227032321630835,3,2,2
stage_a_uci_v2,tent,aux,4,ab,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.037463659744955864,-0.05873132494765942,0.0021215481582880316,3,2,2
stage_a_uci_v2,tent,aux,4,ba,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.037480945711519026,-0.058732912928460806,0.002113137194051632,3,2,2
stage_a_uci_v2,tent,none,0,ab,uci_internal_fixed,0.0478515625,-0.0478515625,-0.037948162549730706,-0.05878580592817149,0.0022714454791524646,3,2,2
stage_a_uci_v2,tent,none,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037974323603804316,-0.058788041343543505,0.0024227032321630835,3,2,2
stage_a_uci_v2,tent,none,4,ab,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.037463659744955864,-0.05873132494765942,0.0021215481582880316,3,2,2
stage_a_uci_v2,tent,none,4,ba,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.037480945711519026,-0.058732912928460806,0.002113137194051632,3,2,2
stage_a_uci_v2,tent,optimizer,0,ab,uci_internal_fixed,0.0478515625,-0.0478515625,-0.03785811472227534,-0.05876574000497284,0.0020420025360577687,3,2,2
stage_a_uci_v2,tent,optimizer,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037920968575128326,-0.05877033213463975,0.0021817574464413534,3,2,2
stage_a_uci_v2,tent,optimizer,4,ab,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.03782277741195004,-0.05877784994190096,0.0019110348899425654,3,2,2
stage_a_uci_v2,tent,optimizer,4,ba,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.03786452434576252,-0.05878115074752203,0.0021148326163717515,3,2,2
stage_a_uci_v2,tent,optimizer_aux,0,ab,uci_internal_fixed,0.0478515625,-0.0478515625,-0.03785811472227534,-0.05876574000497284,0.0020420025360577687,3,2,2
stage_a_uci_v2,tent,optimizer_aux,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037920968575128326,-0.05877033213463975,0.0021817574464413534,3,2,2
stage_a_uci_v2,tent,optimizer_aux,4,ab,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.03782277741195004,-0.05877784994190096,0.0019110348899425654,3,2,2
stage_a_uci_v2,tent,optimizer_aux,4,ba,uci_internal_fixed,0.048177083333333336,-0.048177083333333336,-0.03786452434576252,-0.05878115074752203,0.0021148326163717515,3,2,2
stage_a_uci_v2,tent,parameters,0,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037823922084737616,-0.05873245279020551,0.0019374924028786138,3,2,2
stage_a_uci_v2,tent,parameters,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037787307217952266,-0.0587301072082862,0.0019485262054475723,3,2,2
stage_a_uci_v2,tent,parameters,4,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.03737684804167177,-0.05866650773419233,0.0019785216999366473,3,2,2
stage_a_uci_v2,tent,parameters,4,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.03735314347788806,-0.05866512745515401,0.0018121627993138805,3,2,2
stage_a_uci_v2,tent,parameters_aux,0,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037823922084737616,-0.05873245279020551,0.0019374924028786138,3,2,2
stage_a_uci_v2,tent,parameters_aux,0,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037787307217952266,-0.0587301072082862,0.0019485262054475723,3,2,2
stage_a_uci_v2,tent,parameters_aux,4,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.03737684804167177,-0.05866650773419233,0.0019785216999366473,3,2,2
stage_a_uci_v2,tent,parameters_aux,4,ba,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.03735314347788806,-0.05866512745515401,0.0018121627993138805,3,2,2
stage_a_uci_v2,tent,parameters_optimizer,0,ab,uci_internal_fixed,0.047526041666666664,-0.047526041666666664,-0.037733146587648,-0.05871193303859365,0.0019247136873351,3,2,2
