seed,epoch,train_loss,dev_accuracy,seconds
17,1,0.7938042124733329,0.9427083134651184,0.1794502999982796
17,2,0.0909719995688647,0.953125,0.1769682000012835
17,3,0.0520553360693156,0.9557291865348816,0.1667701999976998
17,4,0.0567438784637488,0.9453125,0.175059200002579
17,5,0.0307361211744137,0.9609375,0.18144939999911
17,6,0.0167840714711928,0.9713541865348816,0.1872689000010723
17,7,0.0091746661419165,0.9791666865348816,0.1801257000042824
17,8,0.0044412169409042,0.984375,0.210531799995806
17,9,0.0042080600069311,0.9817708134651184,0.1742936000082409
17,10,0.0042446050601938,0.9791666865348816,0.1770605000056093
17,11,0.0019648928573587,0.9817708134651184,0.2498062000086065
17,12,0.0016243659665633,0.9817708134651184,0.200221799997962
29,1,0.7286669590976089,0.9505208134651184,0.2886454999970738
29,2,0.1173645568196661,0.9609375,0.3620732999988831
29,3,0.0522892128501553,0.9661458134651184,0.2622671999997692
29,4,0.0403905108396429,0.9765625,0.2544228000042494
29,5,0.0298728972484241,0.953125,0.2714621000050101
29,6,0.01778722977906,0.96875,0.2872917999920901
29,7,0.0060437342144723,0.9791666865348816,0.253416699997615
29,8,0.0062781523265584,0.96875,0.2649095999950077
29,9,0.0032338904493371,0.9765625,0.2784886000008555
29,10,0.0016625595517325,0.9739583134651184,0.2817392000142718
29,11,0.0012908741036881,0.9765625,0.2681340999988606
29,12,0.0011376877973816,0.9765625,0.2699651000002632
43,1,0.761130356695503,0.9453125,0.5693589000002248
43,2,0.1006927269045263,0.96875,0.483906699999352
43,3,0.0480905389704275,0.9609375,0.2584383000066736
43,4,0.0337622067600023,0.9635416865348816,0.260211500004516
43,5,0.0193891697999788,0.9713541865348816,0.2678397999989101
43,6,0.0119881082719075,0.9765625,0.2357827000087127
43,7,0.010412596479,0.96875,0.2226149000052828
43,8,0.0068424867349676,0.9791666865348816,0.2137693999975454
43,9,0.01119036995442,0.9765625,0.2434189000050537
43,10,0.0041092248247878,0.984375,0.2347277999942889
43,11,0.0020905726241835,0.984375,0.2278850000002421
43,12,0.0010333278987673,0.9817708134651184,0.2166980000038165
