experiment_id,method,intervention,washout_batches,direction,panel_id,accuracy_change,error_change,nll_change,brier_change,ece15_change,n_seeds,n_scenarios_min,n_scenarios_max
stage_a_uci_v1,sar_complete,parameters_optimizer,0,ba,uci_internal_fixed,0.0,0.0,4.280610327870906e-05,1.0757448359235283e-06,5.072135803393767e-06,3,2,2
stage_a_uci_v1,sar_complete,parameters_optimizer,4,ab,uci_internal_fixed,0.0,0.0,0.00031225101340755695,4.148656431204878e-05,3.920323474797954e-05,3,2,2
stage_a_uci_v1,sar_complete,parameters_optimizer,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.000341457731183011,4.64342867254793e-05,-0.00028430753134930237,3,2,2
stage_a_uci_v1,sar_complete,parameters_optimizer_aux,0,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,-0.00010139795322581617,-9.230346184478193e-05,-0.0002659886280750011,3,2,2
stage_a_uci_v1,sar_complete,parameters_optimizer_aux,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,-0.00010139795322581617,-9.230346184478193e-05,-0.0002659886280750011,3,2,2
stage_a_uci_v1,sar_complete,parameters_optimizer_aux,4,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,-0.00010139795322581617,-9.230346184478193e-05,-0.0002659886280750011,3,2,2
stage_a_uci_v1,sar_complete,parameters_optimizer_aux,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,-0.00010139795322581617,-9.230346184478193e-05,-0.0002659886280750011,3,2,2
stage_a_uci_v1,source,all,0,ab,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,all,0,ba,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,all,4,ab,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,all,4,ba,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,none,0,ab,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,none,0,ba,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,none,4,ab,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,source,none,4,ba,uci_internal_fixed,-0.047200520833333336,0.047200520833333336,0.03808533279304773,0.058723550560806866,-0.002173093594947074,3,2,2
stage_a_uci_v1,tent,all,0,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,all,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,all,4,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,all,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,aux,0,ab,uci_internal_fixed,0.0006510416666666666,-0.0006510416666666666,0.00013717024331701133,-6.225536736462085e-05,9.835188420539813e-05,3,2,2
stage_a_uci_v1,tent,aux,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00011100918924340324,-6.449078273662531e-05,0.0002496096372160139,3,2,2
stage_a_uci_v1,tent,aux,4,ab,uci_internal_fixed,0.0009765625,-0.0009765625,0.0006216730480918543,-7.774386852545112e-06,-5.154543665903509e-05,3,2,2
stage_a_uci_v1,tent,aux,4,ba,uci_internal_fixed,0.0009765625,-0.0009765625,0.0006043870815287053,-9.362367653929319e-06,-5.9956400895433935e-05,3,2,2
stage_a_uci_v1,tent,none,0,ab,uci_internal_fixed,0.0006510416666666666,-0.0006510416666666666,0.00013717024331701133,-6.225536736462085e-05,9.835188420539813e-05,3,2,2
stage_a_uci_v1,tent,none,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00011100918924340324,-6.449078273662531e-05,0.0002496096372160139,3,2,2
stage_a_uci_v1,tent,none,4,ab,uci_internal_fixed,0.0009765625,-0.0009765625,0.0006216730480918543,-7.774386852545112e-06,-5.154543665903509e-05,3,2,2
stage_a_uci_v1,tent,none,4,ba,uci_internal_fixed,0.0009765625,-0.0009765625,0.0006043870815287053,-9.362367653929319e-06,-5.9956400895433935e-05,3,2,2
stage_a_uci_v1,tent,optimizer,0,ab,uci_internal_fixed,0.0006510416666666666,-0.0006510416666666666,0.00022721807077238573,-4.218944416596477e-05,-0.00013109105888930097,3,2,2
stage_a_uci_v1,tent,optimizer,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00016436421791938988,-4.678157383287742e-05,8.663851494277475e-06,3,2,2
stage_a_uci_v1,tent,optimizer,4,ab,uci_internal_fixed,0.0009765625,-0.0009765625,0.00026255538109768925,-5.4299381094083506e-05,-0.0002620587050045029,3,2,2
stage_a_uci_v1,tent,optimizer,4,ba,uci_internal_fixed,0.0009765625,-0.0009765625,0.00022080844728520366,-5.760018671516383e-05,-5.826097857532126e-05,3,2,2
stage_a_uci_v1,tent,optimizer_aux,0,ab,uci_internal_fixed,0.0006510416666666666,-0.0006510416666666666,0.00022721807077238573,-4.218944416596477e-05,-0.00013109105888930097,3,2,2
stage_a_uci_v1,tent,optimizer_aux,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00016436421791938988,-4.678157383287742e-05,8.663851494277475e-06,3,2,2
stage_a_uci_v1,tent,optimizer_aux,4,ab,uci_internal_fixed,0.0009765625,-0.0009765625,0.00026255538109768925,-5.4299381094083506e-05,-0.0002620587050045029,3,2,2
stage_a_uci_v1,tent,optimizer_aux,4,ba,uci_internal_fixed,0.0009765625,-0.0009765625,0.00022080844728520366,-5.760018671516383e-05,-5.826097857532126e-05,3,2,2
stage_a_uci_v1,tent,parameters,0,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00026141070831011207,-8.902229398634795e-06,-0.00023560119206845424,3,2,2
stage_a_uci_v1,tent,parameters,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00029802557509545313,-6.556647479326096e-06,-0.0002245673894995011,3,2,2
stage_a_uci_v1,tent,parameters,4,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0007084847513759625,5.704282661454091e-05,-0.00019457189501042067,3,2,2
stage_a_uci_v1,tent,parameters,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0007321893151596403,5.842310565286104e-05,-0.00036093079563319076,3,2,2
stage_a_uci_v1,tent,parameters_aux,0,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00026141070831011207,-8.902229398634795e-06,-0.00023560119206845424,3,2,2
stage_a_uci_v1,tent,parameters_aux,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.00029802557509545313,-6.556647479326096e-06,-0.0002245673894995011,3,2,2
stage_a_uci_v1,tent,parameters_aux,4,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0007084847513759625,5.704282661454091e-05,-0.00019457189501042067,3,2,2
stage_a_uci_v1,tent,parameters_aux,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0007321893151596403,5.842310565286104e-05,-0.00036093079563319076,3,2,2
stage_a_uci_v1,tent,parameters_optimizer,0,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer,4,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer_aux,0,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer_aux,0,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer_aux,4,ab,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
stage_a_uci_v1,tent,parameters_optimizer_aux,4,ba,uci_internal_fixed,0.0003255208333333333,-0.0003255208333333333,0.0003521862053997224,1.1617522213218495e-05,-0.00024837990761197105,3,2,2
